Student_ID,Name,Gender,Age,Education_Level,Employment_Status,City,Device_Type,Internet_Connection_Quality,Course_ID,Course_Name,Category,Course_Level,Course_Duration_Days,Instructor_Rating,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,Payment_Mode,Fee_Paid,Discount_Used,Payment_Amount,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,target,Enrollment_Month
STU157150,Ritika Patel,Female,30,HighSchool,Employed,Jaipur,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,27,38.7,3,7.6,2,7,7.9,5,4,5,78.5,64.8,46.8,0,Credit Card,Yes,No,4222,72,1,0,4.5,1,5
STU157151,Arjun Iyer,Male,21,Bachelor,Student,Hyderabad,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,2,17,84.7,5,7.5,0,10,7.0,6,4,4,85.2,79.0,69.6,1,Scholarship,No,No,2383,61,3,1,3.4,0,5
STU157152,Sakshi Bhardwaj,Female,23,Bachelor,Employed,Pune,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,2,44,87.8,1,6.0,12,5,5.5,2,8,5,80.4,66.3,46.0,0,UPI,Yes,No,6672,49,3,2,4.6,1,9
STU157153,Isha Verma,Male,20,HighSchool,Student,Lucknow,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,14,83.0,2,0.5,8,2,5.8,4,6,6,82.5,54.9,55.8,1,NetBanking,Yes,No,5426,72,1,0,4.4,0,1
STU157154,Pooja Singh,Male,20,Bachelor,Employed,Surat,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,43,87.4,0,2.5,3,4,10.0,5,4,4,62.1,52.5,63.2,3,Debit Card,Yes,No,4701,61,1,3,4.5,1,12
STU157155,Meera Shah,Male,21,Master,Unemployed,Surat,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,47,51.7,3,7.8,32,4,6.6,5,5,2,63.8,74.6,51.8,3,UPI,Yes,No,3207,45,1,0,4.9,0,7
STU157156,Sai Reddy,Female,23,Diploma,Unemployed,Bhopal,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,50,89.2,3,8.2,3,5,3.4,3,7,2,61.3,69.1,52.7,1,Credit Card,Yes,No,5271,80,4,2,4.7,0,9
STU157157,Sneha Singh,Female,30,Diploma,Student,Lucknow,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,34,67.5,1,0.7,5,5,5.6,5,5,12,64.9,76.4,57.5,4,Debit Card,Yes,No,4537,80,0,1,3.6,1,2
STU157158,Rahul Bhardwaj,Male,32,HighSchool,Student,Jaipur,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,7,36,66.6,8,11.8,2,6,7.8,7,3,4,91.6,83.9,69.5,2,Free,No,No,0,31,2,1,3.4,0,12
STU157159,Priya Verma,Female,30,Diploma,Student,Vadodara,Mobile,Medium,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,4,37,76.5,4,6.6,1,10,6.5,6,4,2,100.0,66.9,66.1,5,Credit Card,Yes,No,4333,66,3,1,3.7,1,7
STU157160,Isha Bhardwaj,Male,20,Bachelor,Student,Pune,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,10,19,89.0,0,2.7,1,2,6.4,4,6,5,72.6,61.9,58.2,2,Credit Card,Yes,No,5463,63,1,1,4.1,1,9
STU157161,Nikhil Shah,Female,31,Bachelor,Employed,Mumbai,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,28,94.8,2,9.0,0,7,6.9,6,3,4,86.9,30.2,70.7,4,Free,No,No,0,99,5,2,4.3,1,9
STU157162,Ananya Reddy,Male,23,Bachelor,Student,Bhopal,Mobile,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,7,27,56.9,4,0.5,2,7,4.6,4,5,5,77.4,67.8,47.3,1,UPI,Yes,Yes,3725,59,3,0,3.2,0,8
STU157163,Aditya Gupta,Male,25,Bachelor,Student,Surat,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,3,46,84.0,0,0.5,5,6,9.9,4,5,3,64.4,57.7,56.3,0,UPI,Yes,No,6084,53,3,0,3.0,1,6
STU157164,Arjun Kumar,Male,26,Bachelor,Unemployed,Nagpur,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,7,48,88.4,4,7.7,1,6,6.0,5,4,6,83.7,78.7,64.9,1,UPI,Yes,Yes,3117,98,1,0,4.2,0,3
STU157165,Pooja Shah,Female,28,Diploma,Employed,Lucknow,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,25,7.3,1,6.3,0,5,5.0,5,5,1,75.6,58.4,35.5,1,Debit Card,Yes,No,6215,96,0,1,4.2,0,4
STU157166,Vihaan Iyer,Male,24,Master,Employed,Kolkata,Laptop,Low,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,32,86.1,1,3.1,6,4,6.7,4,6,3,56.4,71.3,57.7,1,UPI,Yes,No,4942,35,2,0,4.3,1,10
STU157167,Pooja Kumar,Male,17,Bachelor,Student,Bhopal,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,38,57.2,2,0.5,5,5,5.7,3,7,4,77.7,75.9,41.8,0,Scholarship,No,Yes,1240,80,2,1,4.3,0,1
STU157168,Meera Bose,Male,35,HighSchool,Student,Kolkata,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,48,73.9,4,0.5,0,8,8.7,6,4,6,63.8,61.9,64.9,3,UPI,Yes,No,4185,81,1,1,4.9,1,12
STU157169,Sakshi Gupta,Female,20,HighSchool,Employed,Nagpur,Tablet,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,36,62.2,6,6.2,6,1,5.0,3,7,2,60.4,58.7,42.7,1,Credit Card,Yes,No,4227,71,2,1,2.1,0,9
STU157170,Vihaan Singh,Male,25,Master,Student,Surat,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,25,56.3,0,0.5,1,6,7.8,3,7,1,52.4,67.8,41.1,4,UPI,Yes,No,6671,42,0,0,4.7,0,8
STU157171,Ananya Sharma,Female,23,Bachelor,Student,Bhopal,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,20,34.2,2,0.7,2,8,6.9,4,6,3,70.4,81.2,40.0,5,Debit Card,Yes,No,4262,59,3,2,2.4,0,3
STU157172,Sai Reddy,Male,22,PhD,Employed,Hyderabad,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,32,56.1,1,0.5,7,5,7.7,6,4,7,62.6,76.5,59.5,2,Free,No,No,0,62,2,0,4.0,1,11
STU157173,Ritika Verma,Female,23,PhD,Employed,Vadodara,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,4,21,39.5,2,9.8,6,8,5.3,7,3,6,64.0,46.7,58.2,2,UPI,Yes,No,3341,54,2,1,3.9,1,2
STU157174,Ritika Bose,Male,26,Diploma,Student,Delhi,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,47,79.3,1,6.8,7,7,9.7,5,5,2,86.7,82.1,61.9,3,Debit Card,Yes,No,6009,64,5,1,3.1,0,8
STU157175,Sai Nair,Female,17,Bachelor,Employed,Lucknow,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,9,45,71.3,1,0.5,2,3,6.0,6,4,1,78.4,81.8,65.0,2,NetBanking,Yes,No,3339,74,2,0,4.5,0,3
STU157176,Meera Desai,Male,34,Bachelor,Student,Mumbai,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,3,47,67.8,2,6.6,0,3,5.0,5,5,4,85.3,75.3,57.5,1,Credit Card,Yes,No,4336,58,5,0,3.7,0,5
STU157177,Sakshi Joshi,Female,24,Diploma,Employed,Surat,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,3,41,51.9,3,0.5,3,8,7.8,1,9,7,90.9,50.8,26.7,2,Free,No,No,0,80,0,3,3.3,0,2
STU157178,Rahul Nair,Female,32,Bachelor,Employed,Chennai,Laptop,High,C101,Python Basics,Programming,Beginner,45,4.6,4,21,35.9,0,0.5,1,4,7.3,2,8,1,51.5,42.6,26.7,1,Credit Card,Yes,No,4260,100,3,2,4.0,0,7
STU157179,Sakshi Singh,Female,19,HighSchool,Employed,Hyderabad,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,35,47.2,1,1.9,4,3,5.6,4,6,3,56.4,84.0,44.7,1,Credit Card,Yes,No,5406,73,5,1,4.6,0,11
STU157180,Ritika Bhardwaj,Male,23,Master,Employed,Pune,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,7,41,64.9,4,13.0,1,2,4.5,5,5,3,63.7,51.3,55.3,3,Free,No,Yes,0,89,3,0,3.5,0,12
STU157181,Kavya Nair,Male,25,Master,Unemployed,Pune,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,6,19,57.5,4,0.5,2,7,8.6,7,3,6,99.6,100.0,67.1,4,Free,No,No,0,54,4,0,4.7,0,7
STU157182,Priya Sharma,Female,28,Master,Employed,Bengaluru,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,30,20.6,6,9.1,1,5,1.6,3,7,2,43.1,54.3,27.9,0,Debit Card,Yes,No,5060,100,0,3,3.7,0,12
STU157183,Rahul Reddy,Male,24,Diploma,Employed,Pune,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,30,78.0,1,0.5,4,7,2.1,6,4,1,75.9,80.7,67.3,4,Debit Card,Yes,Yes,5369,52,3,0,4.7,1,8
STU157184,Meera Patel,Female,29,Bachelor,Employed,Chennai,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,21,90.2,1,4.1,8,4,7.0,4,6,3,59.1,63.5,58.8,3,UPI,Yes,Yes,3971,100,1,0,4.9,1,6
STU157185,Rahul Singh,Female,27,Bachelor,Employed,Delhi,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,6,40,72.2,4,0.5,7,6,8.0,7,2,3,81.0,59.5,70.3,3,Debit Card,Yes,No,3279,59,5,0,3.2,0,4
STU157186,Nikhil Bhardwaj,Female,28,Bachelor,Employed,Delhi,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,25,76.3,4,9.2,0,5,6.1,3,7,2,67.5,54.5,47.4,3,UPI,Yes,No,4666,79,3,0,3.5,0,11
STU157187,Arjun Reddy,Male,22,Bachelor,Employed,Chennai,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,27,53.4,2,8.5,0,9,7.0,2,8,5,85.5,65.5,34.0,0,Free,No,Yes,0,100,1,1,4.2,1,3
STU157188,Vihaan Bose,Female,17,Master,Employed,Indore,Mobile,Low,C108,Excel for Business,Business,Beginner,25,4.1,5,28,83.1,2,6.5,28,1,5.8,4,6,2,67.5,82.0,57.2,3,Credit Card,Yes,No,3415,66,3,1,3.9,1,9
STU157189,Arjun Verma,Male,34,Bachelor,Student,Hyderabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,45,64.1,1,7.9,3,4,8.1,7,3,1,69.8,50.8,67.0,2,Credit Card,Yes,No,4642,54,3,2,5.0,1,2
STU157190,Pooja Joshi,Female,22,HighSchool,Self-Employed,Hyderabad,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,4,23,57.3,1,0.6,0,9,10.0,7,3,1,86.1,81.7,66.1,2,Credit Card,Yes,No,3206,73,1,1,5.0,0,8
STU157191,Priya Joshi,Male,23,Bachelor,Employed,Kolkata,Mobile,Medium,C108,Excel for Business,Business,Beginner,25,4.1,3,23,46.5,1,0.5,1,3,7.1,7,3,4,78.5,77.1,62.1,1,Credit Card,Yes,No,3028,75,0,1,4.2,0,9
STU157192,Kavya Bose,Female,24,Master,Student,Kolkata,Laptop,High,C108,Excel for Business,Business,Beginner,25,4.1,7,24,73.5,3,0.5,11,7,7.0,7,3,5,59.1,50.3,70.2,3,Credit Card,Yes,No,3167,75,3,0,4.9,1,12
STU157193,Ananya Gupta,Male,28,HighSchool,Student,Hyderabad,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,25,62.8,3,1.9,0,5,8.0,2,8,1,66.6,67.0,37.3,2,Scholarship,No,No,2203,67,2,0,4.4,0,11
STU157194,Aarav Bhardwaj,Male,19,Master,Student,Chennai,Mobile,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,8,57,79.4,1,7.6,1,4,7.0,5,5,6,87.4,68.8,61.2,2,Credit Card,Yes,Yes,3451,47,3,0,4.0,1,10
STU157195,Aditya Bose,Female,34,Bachelor,Unemployed,Lucknow,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,8,30,43.7,5,0.5,4,0,5.4,9,1,6,76.5,81.3,73.4,4,Free,No,No,0,71,4,1,3.4,0,12
STU157196,Pooja Iyer,Other,24,Master,Student,Mumbai,Mobile,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,46,79.5,1,3.5,1,6,8.5,9,1,5,100.0,67.6,85.2,1,UPI,Yes,No,3178,83,1,0,4.0,0,7
STU157197,Rahul Bhardwaj,Male,25,Bachelor,Employed,Delhi,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,36,61.3,2,0.9,5,3,7.6,4,6,3,79.0,64.1,48.7,3,Scholarship,No,No,2003,100,2,0,4.4,0,7
STU157198,Rohan Shah,Male,22,Diploma,Employed,Bhopal,Laptop,High,C105,UI/UX Design Fundamentals,Design,Beginner,40,4.4,7,35,81.4,1,0.5,4,9,3.4,6,4,2,73.1,69.3,68.0,1,Debit Card,Yes,Yes,3709,57,4,0,4.5,1,8
STU157199,Neha Gupta,Female,22,Bachelor,Employed,Lucknow,Laptop,Medium,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,4,33,49.4,2,5.0,1,6,5.2,6,4,0,62.2,71.9,56.9,2,Debit Card,Yes,Yes,2731,47,2,1,4.7,0,7
STU157200,Ritika Patel,Female,28,Bachelor,Employed,Mumbai,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,4,22,86.1,3,0.5,12,11,4.8,5,5,3,66.7,67.0,63.5,2,Free,No,No,0,77,5,0,5.0,0,10
STU157201,Aarav Reddy,Female,17,PhD,Employed,Lucknow,Laptop,Low,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,50,76.7,0,6.2,11,9,5.0,2,7,8,62.0,84.3,43.1,4,UPI,Yes,No,3266,50,1,1,2.4,0,3
STU157202,Ananya Joshi,Female,27,Master,Employed,Mumbai,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,8,54,65.2,3,0.5,2,2,6.1,7,3,2,100.0,81.2,68.9,5,UPI,Yes,Yes,3592,90,3,1,4.4,1,7
STU157203,Priya Kumar,Male,29,Bachelor,Student,Jaipur,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,3,27,55.0,4,0.5,1,5,4.4,5,5,1,62.9,60.5,52.3,2,Free,No,Yes,0,67,1,1,4.4,0,10
STU157204,Rohan Kumar,Female,17,HighSchool,Employed,Ahmedabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,7,32,42.9,2,0.5,7,5,6.8,7,3,1,79.9,58.6,59.9,2,Free,No,No,0,58,6,0,3.5,0,8
STU157205,Rahul Reddy,Male,17,Bachelor,Student,Jaipur,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,34,64.0,0,0.5,2,4,5.5,3,7,2,65.8,79.2,44.3,4,Credit Card,Yes,No,3685,94,1,3,3.9,1,11
STU157206,Priya Mehta,Male,27,Bachelor,Employed,Hyderabad,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,41,40.5,4,7.5,1,5,6.3,6,4,5,80.0,87.6,54.5,0,NetBanking,Yes,No,6284,67,1,0,4.8,1,8
STU157207,Sai Gupta,Male,28,PhD,Employed,Lucknow,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,9,23,34.1,2,1.9,0,6,6.4,3,7,4,64.7,50.9,32.5,1,UPI,Yes,No,5377,100,1,0,5.0,0,2
STU157208,Sai Reddy,Female,17,HighSchool,Unemployed,Surat,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,8,48,38.3,3,11.2,11,4,5.7,6,3,4,78.5,64.1,52.6,3,UPI,Yes,No,3004,75,4,0,4.8,0,3
STU157209,Pooja Reddy,Female,19,Bachelor,Student,Vadodara,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,33,34.8,2,2.6,3,5,5.3,5,5,5,79.1,46.9,44.5,2,UPI,Yes,No,4515,45,3,1,2.4,1,10
STU157210,Krishna Sharma,Male,33,Bachelor,Student,Hyderabad,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,2,18,45.0,3,11.3,11,2,4.9,2,8,2,64.0,41.3,29.8,2,UPI,Yes,No,4177,57,4,2,4.8,0,7
STU157211,Rahul Sharma,Female,22,Bachelor,Student,Kolkata,Mobile,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,4,35,82.5,3,5.9,14,7,5.6,6,4,4,70.7,64.8,68.1,3,Debit Card,Yes,No,5294,77,5,0,3.0,1,5
STU157212,Aditya Bose,Female,17,Bachelor,Student,Bengaluru,Laptop,Low,C101,Python Basics,Programming,Beginner,45,4.6,5,38,5.3,2,13.2,14,7,4.8,6,4,4,37.0,63.5,41.0,3,Scholarship,No,Yes,312,70,2,0,4.8,0,6
STU157213,Vivaan Desai,Female,20,Master,Employed,Pune,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,3,35,56.4,2,3.2,8,3,3.4,4,6,4,63.1,58.2,46.6,1,UPI,Yes,No,4100,19,3,2,3.6,1,6
STU157214,Pooja Verma,Female,17,Bachelor,Employed,Lucknow,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,8,34,48.4,1,3.0,9,5,8.0,3,7,5,81.3,69.0,38.4,4,Credit Card,Yes,Yes,3286,50,2,0,3.8,0,5
STU157215,Priya Sharma,Male,20,Bachelor,Student,Nagpur,Mobile,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,34,64.3,2,0.5,1,7,6.3,3,7,8,73.5,80.4,44.5,3,UPI,Yes,No,4374,31,1,1,2.3,1,7
STU157216,Pooja Verma,Female,26,Bachelor,Student,Hyderabad,Laptop,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,29,44.4,4,3.6,4,7,8.9,3,7,4,69.5,66.4,36.9,3,Debit Card,Yes,No,6127,47,1,0,3.3,1,8
STU157217,Priya Joshi,Female,23,Bachelor,Employed,Delhi,Laptop,Medium,C108,Excel for Business,Business,Beginner,25,4.1,5,29,37.2,5,9.8,6,9,7.2,5,5,5,48.8,59.7,46.0,3,Credit Card,Yes,No,3125,58,3,1,4.3,0,2
STU157218,Aarav Joshi,Female,30,Bachelor,Student,Bengaluru,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,18,73.4,2,0.5,1,4,6.4,5,5,8,87.0,74.4,59.4,2,Free,No,Yes,0,65,2,0,4.4,1,4
STU157219,Sakshi Verma,Male,20,Master,Student,Chennai,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,6,63,80.4,5,4.3,7,6,9.2,5,5,8,83.4,81.0,62.2,2,NetBanking,Yes,No,4955,80,5,1,4.2,1,1
STU157220,Krishna Reddy,Female,22,Bachelor,Student,Mumbai,Laptop,Medium,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,8,21,53.1,5,7.2,3,3,8.8,6,4,8,83.4,76.2,58.4,2,Scholarship,No,Yes,319,40,1,0,2.9,0,9
STU157221,Vivaan Bhardwaj,Male,25,PhD,Student,Bengaluru,Laptop,Medium,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,62,42.0,3,0.5,14,13,10.0,6,4,1,66.1,77.1,54.6,4,UPI,Yes,Yes,3817,76,2,0,4.8,1,11
STU157222,Priya Verma,Male,30,Bachelor,Employed,Mumbai,Mobile,High,C101,Python Basics,Programming,Beginner,45,4.6,4,39,69.4,2,0.5,9,4,5.5,4,6,4,79.1,69.2,51.7,3,Scholarship,No,No,1764,84,3,2,3.5,0,9
STU157223,Sakshi Bose,Female,23,Bachelor,Employed,Mumbai,Laptop,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,3,46,57.8,1,5.5,4,3,9.9,3,7,5,65.9,67.0,41.6,2,Credit Card,Yes,No,3518,38,2,4,2.6,1,10
STU157224,Rahul Joshi,Male,24,Bachelor,Student,Ahmedabad,Mobile,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,26,12.7,0,7.0,6,5,4.8,8,2,4,51.7,52.4,55.1,2,Free,No,Yes,0,57,0,0,4.0,0,7
STU157225,Pooja Iyer,Female,18,Bachelor,Employed,Lucknow,Laptop,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,2,40,82.1,1,0.5,8,6,4.3,5,5,6,76.6,66.5,62.1,1,Credit Card,Yes,No,4565,26,2,1,4.6,1,9
STU157226,Ritika Sharma,Male,18,Bachelor,Employed,Surat,Laptop,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,10,48,48.6,6,4.8,0,9,6.9,5,5,4,69.8,77.2,50.9,5,UPI,Yes,No,6605,82,2,1,5.0,1,8
STU157227,Arjun Kumar,Male,26,Bachelor,Student,Indore,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,7,60,61.4,3,0.5,14,2,3.9,4,6,3,81.3,88.2,49.9,3,Debit Card,Yes,No,6408,78,1,1,4.9,0,3
STU157228,Isha Reddy,Female,18,HighSchool,Employed,Vadodara,Mobile,Low,C101,Python Basics,Programming,Beginner,45,4.6,5,52,47.3,1,5.1,5,7,3.9,6,4,4,85.7,49.0,55.0,0,Debit Card,Yes,No,3925,73,6,2,3.9,1,1
STU157229,Aarav Singh,Male,29,Bachelor,Student,Chennai,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,34,37.8,1,0.5,1,9,7.1,6,4,4,74.7,56.1,52.0,1,Debit Card,Yes,No,4736,100,1,2,3.4,1,8
STU157230,Arjun Iyer,Male,17,Bachelor,Unemployed,Delhi,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,4,21,49.4,4,0.5,8,8,8.7,7,3,6,77.3,71.0,62.8,3,Credit Card,Yes,No,5989,56,4,0,5.0,0,1
STU157231,Nikhil Bose,Female,26,Diploma,Employed,Nagpur,Tablet,Medium,C101,Python Basics,Programming,Beginner,45,4.6,3,37,66.6,1,0.5,16,5,3.4,3,7,1,84.3,34.1,43.0,0,NetBanking,Yes,No,4184,90,0,0,4.9,1,9
STU157232,Aditya Joshi,Male,17,Bachelor,Employed,Nagpur,Tablet,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,8,34,71.4,2,0.5,1,7,9.9,2,7,3,65.4,72.3,40.6,3,Credit Card,Yes,Yes,4342,99,2,0,3.6,1,6
STU157233,Vivaan Gupta,Male,25,Diploma,Student,Indore,Mobile,Low,C107,Statistics for Data Science,Math,Intermediate,50,4.2,4,18,74.8,2,5.9,4,1,7.1,2,8,4,60.4,58.8,41.1,2,Free,No,Yes,0,67,1,2,3.9,0,8
STU157234,Rohan Sharma,Male,28,HighSchool,Employed,Vadodara,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,7,46,82.8,1,7.6,2,10,5.2,5,5,5,68.0,20.9,60.0,1,NetBanking,Yes,No,3658,51,0,0,5.0,0,12
STU157235,Aarav Shah,Female,24,Bachelor,Employed,Nagpur,Laptop,High,C103,Introduction to AI,Programming,Intermediate,75,4.5,7,30,73.5,3,0.5,5,5,8.7,6,4,3,93.5,41.0,63.8,0,NetBanking,Yes,Yes,4869,100,4,2,3.6,0,4
STU157236,Vihaan Reddy,Male,20,Bachelor,Employed,Ahmedabad,Mobile,Low,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,23,53.5,4,0.5,0,3,2.6,5,5,4,80.5,79.8,52.7,2,Credit Card,Yes,No,6841,82,6,1,3.4,1,8
STU157237,Vivaan Verma,Female,31,Diploma,Student,Hyderabad,Laptop,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,37,82.5,7,0.5,4,4,5.9,3,7,2,63.5,58.9,49.8,7,Credit Card,Yes,No,4005,66,2,1,3.2,1,10
STU157238,Pooja Kumar,Female,25,Master,Student,Bhopal,Mobile,Medium,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,5,45,84.1,3,11.0,3,10,6.0,6,4,6,81.1,55.7,68.2,7,UPI,Yes,No,6725,79,4,0,5.0,1,12
STU157239,Aditya Joshi,Female,24,Bachelor,Employed,Vadodara,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,6,36,76.4,2,2.7,1,6,10.0,6,4,4,87.4,49.5,65.2,7,Debit Card,Yes,No,3849,69,2,1,4.9,0,11
STU157240,Arjun Kumar,Male,32,Bachelor,Student,Lucknow,Mobile,High,C102,Data Analysis with Python,Programming,Intermediate,60,4.7,5,34,44.5,2,1.8,13,8,2.4,4,6,8,68.4,74.9,43.3,2,NetBanking,Yes,No,5479,90,1,1,4.5,0,4
STU157241,Meera Desai,Female,29,Bachelor,Unemployed,Hyderabad,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,2,30,83.9,2,0.5,2,2,0.0,8,2,2,72.3,79.4,81.3,4,UPI,Yes,No,4484,23,2,0,2.6,1,12
STU157242,Kavya Patel,Female,27,HighSchool,Student,Nagpur,Laptop,High,C107,Statistics for Data Science,Math,Intermediate,50,4.2,5,42,41.3,3,6.3,8,7,6.1,6,4,3,93.9,54.8,53.2,4,Free,No,No,0,27,1,2,4.8,1,12
STU157243,Priya Sharma,Male,31,Bachelor,Student,Indore,Mobile,High,C108,Excel for Business,Business,Beginner,25,4.1,8,49,78.9,2,4.1,0,3,8.6,6,4,5,67.2,72.3,67.2,2,Debit Card,Yes,No,3416,28,0,1,3.8,1,3
STU157244,Arjun Singh,Male,28,Master,Employed,Kolkata,Mobile,Medium,C101,Python Basics,Programming,Beginner,45,4.6,5,25,69.3,0,10.1,0,4,3.9,6,4,1,59.1,59.6,63.2,3,Debit Card,Yes,No,3842,99,2,1,2.8,1,4
STU157245,Krishna Verma,Male,25,HighSchool,Self-Employed,Surat,Mobile,High,C104,Digital Marketing Essentials,Marketing,Beginner,30,4.3,5,46,87.0,5,6.4,3,10,9.8,4,6,5,96.0,78.9,58.4,2,NetBanking,Yes,No,3551,43,3,0,4.1,0,4
STU157246,Meera Nair,Female,31,Diploma,Employed,Pune,Laptop,High,C106,Machine Learning A-Z,Programming,Advanced,90,4.6,4,25,87.1,4,0.7,7,7,7.2,6,4,5,68.7,67.0,69.8,2,Debit Card,Yes,No,6099,100,1,1,4.2,0,11
STU157247,Vivaan Bose,Female,17,Diploma,Student,Lucknow,Mobile,Medium,C103,Introduction to AI,Programming,Intermediate,75,4.5,5,46,74.9,5,5.3,12,10,9.7,6,4,1,78.0,68.2,65.6,2,Debit Card,Yes,No,6090,100,2,2,5.0,1,8
